visibility_score,visibility_label,swell_band,logged_at_utc,location,valid_time_utc,valid_time_local,wind_speed_kmh,wind_dir_deg,wind_gust_kmh,rainfall_mm,swell_height_m,swell_period_s,swell_dir_deg,wave_height_m,wind_wave_height_m,current_velocity_kmh,current_dir_deg,sea_level_height_m,sea_surface_temp_c,chlorophyll_mg_m3,chlorophyll_source,notes
90.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T14:00:00Z,2026-08-28T00:00,7.3,353,11.9,0.0,0.14,4.0,196,0.16,0.0,,,,13.0,,unavailable (no satellite pass / dataset error),
88.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T15:00:00Z,2026-08-28T01:00,8.8,359,13.7,0.0,0.14,4.0,197,0.16,0.0,,,,12.9,,unavailable (no satellite pass / dataset error),
89.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T16:00:00Z,2026-08-28T02:00,7.4,338,14.0,0.0,0.12,4.0,195,0.16,0.0,,,,12.9,,unavailable (no satellite pass / dataset error),
89.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T17:00:00Z,2026-08-28T03:00,8.1,317,13.0,0.0,0.12,4.05,193,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
89.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T18:00:00Z,2026-08-28T04:00,8.3,330,14.0,0.0,0.1,4.1,191,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
88.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T19:00:00Z,2026-08-28T05:00,8.8,327,14.0,0.0,0.1,4.15,200,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
88.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T20:00:00Z,2026-08-28T06:00,9.1,339,14.8,0.0,0.12,4.25,208,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
89.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T21:00:00Z,2026-08-28T07:00,8.3,342,14.8,0.0,0.12,4.3,217,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
89.9,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T22:00:00Z,2026-08-28T08:00,7.5,336,14.0,0.0,0.12,4.3,215,0.14,0.02,,,,12.9,,unavailable (no satellite pass / dataset error),
91.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-27T23:00:00Z,2026-08-28T09:00,6.4,333,13.0,0.0,0.12,4.3,213,0.14,0.0,,,,12.9,,unavailable (no satellite pass / dataset error),
92.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T00:00:00Z,2026-08-28T10:00,5.2,333,11.2,0.0,0.12,4.3,211,0.14,0.0,,,,12.9,,unavailable (no satellite pass / dataset error),
93.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T01:00:00Z,2026-08-28T11:00,4.4,277,7.2,0.0,0.12,4.3,212,0.14,0.0,,,,13.0,,unavailable (no satellite pass / dataset error),
91.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T02:00:00Z,2026-08-28T12:00,6.1,210,6.1,0.0,0.14,4.3,212,0.16,0.0,,,,13.0,,unavailable (no satellite pass / dataset error),
90.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T03:00:00Z,2026-08-28T13:00,6.9,200,9.7,0.0,0.14,4.3,213,0.16,0.0,,,,13.1,,unavailable (no satellite pass / dataset error),
87.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T04:00:00Z,2026-08-28T14:00,8.7,187,11.2,0.3,0.16,4.25,212,0.18,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
88.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T05:00:00Z,2026-08-28T15:00,7.3,173,10.8,0.5,0.16,4.15,211,0.18,0.02,,,,13.2,,unavailable (no satellite pass / dataset error),
84.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T06:00:00Z,2026-08-28T16:00,10.3,187,9.7,0.0,0.18,4.05,210,0.2,0.04,,,,13.2,,unavailable (no satellite pass / dataset error),
84.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T07:00:00Z,2026-08-28T17:00,10.4,188,15.5,0.0,0.2,4.0,208,0.22,0.04,,,,13.2,,unavailable (no satellite pass / dataset error),
88.7,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T08:00:00Z,2026-08-28T18:00,6.5,194,14.0,0.0,0.2,4.0,205,0.24,0.02,,,,13.2,,unavailable (no satellite pass / dataset error),
90.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T09:00:00Z,2026-08-28T19:00,5.0,199,9.7,0.0,0.22,3.95,203,0.26,0.02,,,,13.2,,unavailable (no satellite pass / dataset error),
89.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T10:00:00Z,2026-08-28T20:00,5.5,212,8.6,0.0,0.24,3.8,201,0.28,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
90.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T11:00:00Z,2026-08-28T21:00,4.8,209,8.6,0.0,0.28,3.65,199,0.3,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
88.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T12:00:00Z,2026-08-28T22:00,5.9,232,9.0,0.0,0.3,3.55,197,0.32,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
86.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T13:00:00Z,2026-08-28T23:00,7.4,221,11.2,0.0,0.3,3.55,196,0.32,0.02,,,,13.0,,unavailable (no satellite pass / dataset error),
85.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T14:00:00Z,2026-08-29T00:00,8.6,237,13.0,0.0,0.32,3.6,196,0.34,0.02,,,,13.0,,unavailable (no satellite pass / dataset error),
80.9,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T15:00:00Z,2026-08-29T01:00,12.4,246,17.3,0.0,0.32,3.65,195,0.34,0.02,,,,13.0,,unavailable (no satellite pass / dataset error),
81.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T16:00:00Z,2026-08-29T02:00,11.9,250,19.4,0.0,0.32,3.7,195,0.34,0.02,,,,13.0,,unavailable (no satellite pass / dataset error),
83.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T17:00:00Z,2026-08-29T03:00,10.5,257,18.0,0.0,0.32,3.7,194,0.34,0.04,,,,12.9,,unavailable (no satellite pass / dataset error),
84.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T18:00:00Z,2026-08-29T04:00,9.0,271,16.6,0.0,0.32,3.75,194,0.34,0.04,,,,12.9,,unavailable (no satellite pass / dataset error),
84.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T19:00:00Z,2026-08-29T05:00,9.2,272,15.5,0.0,0.32,3.8,194,0.34,0.04,,,,12.9,,unavailable (no satellite pass / dataset error),
84.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T20:00:00Z,2026-08-29T06:00,9.0,271,15.5,0.0,0.32,3.85,195,0.36,0.06,,,,12.9,,unavailable (no satellite pass / dataset error),
84.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T21:00:00Z,2026-08-29T07:00,9.2,268,15.5,0.0,0.32,3.9,195,0.36,0.06,,,,12.9,,unavailable (no satellite pass / dataset error),
84.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T22:00:00Z,2026-08-29T08:00,9.0,267,15.5,0.0,0.32,3.9,196,0.36,0.06,,,,12.9,,unavailable (no satellite pass / dataset error),
84.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-28T23:00:00Z,2026-08-29T09:00,9.0,260,14.8,0.0,0.32,3.9,196,0.36,0.08,,,,12.9,,unavailable (no satellite pass / dataset error),
84.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T00:00:00Z,2026-08-29T10:00,9.5,249,15.1,0.0,0.32,3.9,197,0.36,0.08,,,,12.9,,unavailable (no satellite pass / dataset error),
83.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T01:00:00Z,2026-08-29T11:00,10.1,226,14.4,0.0,0.3,3.9,197,0.36,0.06,,,,13.0,,unavailable (no satellite pass / dataset error),
83.2,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T02:00:00Z,2026-08-29T12:00,10.4,214,14.8,0.0,0.3,3.9,197,0.34,0.04,,,,13.1,,unavailable (no satellite pass / dataset error),
84.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T03:00:00Z,2026-08-29T13:00,9.3,207,14.8,0.0,0.28,3.9,197,0.34,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
85.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T04:00:00Z,2026-08-29T14:00,9.0,200,13.3,0.0,0.28,3.9,197,0.34,0.02,,,,13.2,,unavailable (no satellite pass / dataset error),
88.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T05:00:00Z,2026-08-29T15:00,7.5,159,12.2,0.0,0.28,3.95,197,0.32,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
91.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T06:00:00Z,2026-08-29T16:00,4.2,126,10.4,0.0,0.28,3.95,197,0.32,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
88.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T07:00:00Z,2026-08-29T17:00,6.8,117,8.6,0.0,0.28,3.95,197,0.32,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
87.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T08:00:00Z,2026-08-29T18:00,8.3,134,11.5,0.0,0.3,4.0,197,0.32,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
90.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T09:00:00Z,2026-08-29T19:00,5.2,134,11.5,0.0,0.3,4.0,197,0.32,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
92.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T10:00:00Z,2026-08-29T20:00,3.3,151,8.3,0.0,0.3,4.05,197,0.32,0.0,,,,13.2,,unavailable (no satellite pass / dataset error),
93.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T11:00:00Z,2026-08-29T21:00,2.5,188,6.1,0.0,0.32,4.05,198,0.34,0.0,,,,13.2,,unavailable (no satellite pass / dataset error),
91.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T12:00:00Z,2026-08-29T22:00,4.6,259,6.8,0.0,0.32,4.1,198,0.34,0.0,,,,13.1,,unavailable (no satellite pass / dataset error),
85.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T13:00:00Z,2026-08-29T23:00,9.4,273,14.4,0.0,0.32,4.1,198,0.34,0.0,,,,13.1,,unavailable (no satellite pass / dataset error),
85.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T14:00:00Z,2026-08-30T00:00,9.4,268,15.5,0.0,0.32,4.1,198,0.34,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
86.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T15:00:00Z,2026-08-30T01:00,8.6,282,15.1,0.0,0.32,4.1,198,0.34,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
86.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T16:00:00Z,2026-08-30T02:00,8.4,289,14.4,0.0,0.32,4.1,198,0.34,0.02,,,,13.0,,unavailable (no satellite pass / dataset error),
87.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T17:00:00Z,2026-08-30T03:00,8.2,285,14.0,0.0,0.32,4.05,198,0.34,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
87.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T18:00:00Z,2026-08-30T04:00,7.7,295,14.0,0.0,0.32,4.05,198,0.34,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
87.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T19:00:00Z,2026-08-30T05:00,7.9,300,14.0,0.0,0.32,4.05,198,0.34,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
85.0,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T20:00:00Z,2026-08-30T06:00,9.8,265,15.5,0.0,0.3,4.0,199,0.36,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
85.6,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T21:00:00Z,2026-08-30T07:00,9.2,264,16.2,0.0,0.3,4.0,199,0.36,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
83.9,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T22:00:00Z,2026-08-30T08:00,10.7,262,16.2,0.0,0.3,4.0,199,0.36,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
84.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-29T23:00:00Z,2026-08-30T09:00,10.2,261,16.6,0.0,0.32,4.0,199,0.36,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
86.4,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T00:00:00Z,2026-08-30T10:00,8.5,245,15.5,0.0,0.32,4.0,199,0.36,0.04,,,,13.0,,unavailable (no satellite pass / dataset error),
86.7,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T01:00:00Z,2026-08-30T11:00,8.3,226,13.3,0.0,0.32,3.95,199,0.36,0.02,,,,13.1,,unavailable (no satellite pass / dataset error),
87.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T02:00:00Z,2026-08-30T12:00,7.9,210,13.0,0.0,0.3,3.95,198,0.36,0.02,,,,13.2,,unavailable (no satellite pass / dataset error),
87.9,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T03:00:00Z,2026-08-30T13:00,7.2,207,12.2,0.0,0.3,3.95,198,0.36,0.0,,,,13.3,,unavailable (no satellite pass / dataset error),
89.3,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T04:00:00Z,2026-08-30T14:00,6.0,185,11.2,0.0,0.3,4.05,197,0.36,0.0,,,,13.4,,unavailable (no satellite pass / dataset error),
87.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T05:00:00Z,2026-08-30T15:00,7.5,143,10.1,0.0,0.28,4.2,197,0.34,0.0,,,,13.4,,unavailable (no satellite pass / dataset error),
87.8,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T06:00:00Z,2026-08-30T16:00,7.5,107,11.2,0.0,0.28,4.3,196,0.34,0.0,,,,13.5,,unavailable (no satellite pass / dataset error),
88.5,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T07:00:00Z,2026-08-30T17:00,6.9,113,10.4,0.0,0.28,4.25,196,0.34,0.0,,,,13.5,,unavailable (no satellite pass / dataset error),
87.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T08:00:00Z,2026-08-30T18:00,8.1,162,11.2,0.0,0.3,4.15,197,0.34,0.02,,,,13.5,,unavailable (no satellite pass / dataset error),
86.1,Excellent,,2026-08-30T09:10:10Z,Williamstown,2026-08-30T09:00:00Z,2026-08-30T19:00,9.0,174,13.0,0.0,0.3,4.05,197,0.34,0.02,,,,13.4,,unavailable (no satellite pass / dataset error),
60.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T14:00:00Z,2026-08-28T00:00,10.9,354,18.0,0.0,2.22,10.25,249,2.58,0.2,,,,14.1,,unavailable (no satellite pass / dataset error),
62.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T15:00:00Z,2026-08-28T01:00,9.8,354,17.3,0.0,2.3,10.6,249,2.64,0.18,,,,14.0,,unavailable (no satellite pass / dataset error),
64.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T16:00:00Z,2026-08-28T02:00,8.1,354,15.8,0.0,2.44,11.05,248,2.68,0.16,,,,14.0,,unavailable (no satellite pass / dataset error),
64.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T17:00:00Z,2026-08-28T03:00,7.6,342,13.0,0.0,2.56,11.55,248,2.72,0.16,,,,14.0,,unavailable (no satellite pass / dataset error),
64.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T18:00:00Z,2026-08-28T04:00,8.1,347,12.2,0.0,2.7,11.95,247,2.76,0.14,,,,14.0,,unavailable (no satellite pass / dataset error),
63.7,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T19:00:00Z,2026-08-28T05:00,8.4,341,13.3,0.0,2.78,12.15,247,2.84,0.12,,,,14.0,,unavailable (no satellite pass / dataset error),
62.5,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T20:00:00Z,2026-08-28T06:00,9.5,339,15.1,0.0,2.86,12.25,248,2.9,0.1,,,,14.0,,unavailable (no satellite pass / dataset error),
62.2,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T21:00:00Z,2026-08-28T07:00,9.7,342,15.8,0.0,2.94,12.3,248,2.98,0.08,,,,14.0,,unavailable (no satellite pass / dataset error),
61.4,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T22:00:00Z,2026-08-28T08:00,10.4,340,15.8,0.0,2.96,12.35,248,3.0,0.06,,,,14.0,,unavailable (no satellite pass / dataset error),
62.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-27T23:00:00Z,2026-08-28T09:00,9.4,342,17.6,0.0,3.0,12.3,247,3.02,0.02,,,,14.0,,unavailable (no satellite pass / dataset error),
63.2,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T00:00:00Z,2026-08-28T10:00,8.9,331,19.1,0.0,3.02,12.3,247,3.04,0.0,,,,14.1,,unavailable (no satellite pass / dataset error),
61.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T01:00:00Z,2026-08-28T11:00,10.0,285,21.2,0.0,3.06,12.3,246,3.06,0.02,,,,14.2,,unavailable (no satellite pass / dataset error),
62.2,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T02:00:00Z,2026-08-28T12:00,9.7,246,21.6,0.0,3.08,12.3,246,3.1,0.02,,,,14.3,,unavailable (no satellite pass / dataset error),
61.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T03:00:00Z,2026-08-28T13:00,10.7,213,23.0,0.0,3.12,12.25,245,3.12,0.04,,,,14.4,,unavailable (no satellite pass / dataset error),
59.7,Fair,,2026-08-30T09:10:10Z,Robe,2026-08-28T04:00:00Z,2026-08-28T14:00,11.9,184,24.1,0.0,3.12,12.2,245,3.12,0.04,,,,14.5,,unavailable (no satellite pass / dataset error),
59.5,Fair,,2026-08-30T09:10:10Z,Robe,2026-08-28T05:00:00Z,2026-08-28T15:00,12.1,175,25.2,0.0,3.14,12.15,244,3.14,0.04,,,,14.6,,unavailable (no satellite pass / dataset error),
62.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T06:00:00Z,2026-08-28T16:00,9.8,174,24.5,0.0,3.14,12.1,244,3.14,0.04,,,,14.7,,unavailable (no satellite pass / dataset error),
59.5,Fair,,2026-08-30T09:10:10Z,Robe,2026-08-28T07:00:00Z,2026-08-28T17:00,12.1,170,21.6,0.0,3.1,12.0,244,3.12,0.06,,,,14.7,,unavailable (no satellite pass / dataset error),
61.0,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T08:00:00Z,2026-08-28T18:00,10.8,159,21.6,0.0,3.08,11.95,243,3.08,0.1,,,,14.6,,unavailable (no satellite pass / dataset error),
62.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T09:00:00Z,2026-08-28T19:00,9.4,163,17.3,0.0,3.04,11.8,243,3.06,0.12,,,,14.5,,unavailable (no satellite pass / dataset error),
63.0,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T10:00:00Z,2026-08-28T20:00,9.0,164,15.1,0.0,2.96,11.6,242,2.96,0.1,,,,14.4,,unavailable (no satellite pass / dataset error),
63.0,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T11:00:00Z,2026-08-28T21:00,9.0,160,15.1,0.0,2.86,11.35,241,2.88,0.06,,,,14.3,,unavailable (no satellite pass / dataset error),
64.5,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T12:00:00Z,2026-08-28T22:00,7.7,155,14.4,0.0,2.78,11.15,240,2.78,0.04,,,,14.2,,unavailable (no satellite pass / dataset error),
65.3,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T13:00:00Z,2026-08-28T23:00,7.0,157,11.9,0.0,2.74,11.0,239,2.74,0.04,,,,14.2,,unavailable (no satellite pass / dataset error),
64.8,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T14:00:00Z,2026-08-29T00:00,7.5,153,12.6,0.0,2.7,10.8,239,2.7,0.04,,,,14.1,,unavailable (no satellite pass / dataset error),
65.0,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T15:00:00Z,2026-08-29T01:00,7.3,144,12.2,0.0,2.66,10.7,238,2.66,0.04,,,,14.1,,unavailable (no satellite pass / dataset error),
65.4,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T16:00:00Z,2026-08-29T02:00,6.9,143,12.2,0.0,2.66,10.6,238,2.66,0.04,,,,14.1,,unavailable (no satellite pass / dataset error),
65.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T17:00:00Z,2026-08-29T03:00,6.5,136,11.9,0.0,2.64,10.55,237,2.64,0.04,,,,14.0,,unavailable (no satellite pass / dataset error),
62.7,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T18:00:00Z,2026-08-29T04:00,9.3,109,11.2,0.0,2.64,10.5,237,2.64,0.04,,,,14.0,,unavailable (no satellite pass / dataset error),
67.0,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T19:00:00Z,2026-08-29T05:00,5.5,107,14.4,0.0,2.64,10.45,237,2.64,0.02,,,,14.0,,unavailable (no satellite pass / dataset error),
67.7,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T20:00:00Z,2026-08-29T06:00,4.9,98,9.7,0.0,2.62,10.35,236,2.62,0.02,,,,14.0,,unavailable (no satellite pass / dataset error),
67.4,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T21:00:00Z,2026-08-29T07:00,5.2,84,10.8,0.0,2.62,10.3,236,2.62,0.0,,,,13.9,,unavailable (no satellite pass / dataset error),
66.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T22:00:00Z,2026-08-29T08:00,5.6,84,12.2,0.0,2.58,10.2,236,2.58,0.0,,,,13.9,,unavailable (no satellite pass / dataset error),
66.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-28T23:00:00Z,2026-08-29T09:00,5.9,88,14.8,0.0,2.54,10.1,236,2.56,0.0,,,,13.9,,unavailable (no satellite pass / dataset error),
68.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T00:00:00Z,2026-08-29T10:00,4.1,75,15.1,0.0,2.5,10.05,236,2.52,0.0,,,,14.0,,unavailable (no satellite pass / dataset error),
71.8,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T01:00:00Z,2026-08-29T11:00,1.5,76,13.7,0.0,2.46,10.0,235,2.48,0.0,,,,14.1,,unavailable (no satellite pass / dataset error),
70.2,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T02:00:00Z,2026-08-29T12:00,3.3,229,13.3,0.0,2.44,10.0,235,2.44,0.0,,,,14.2,,unavailable (no satellite pass / dataset error),
65.8,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T03:00:00Z,2026-08-29T13:00,7.5,220,19.1,0.0,2.4,9.95,234,2.4,0.0,,,,14.3,,unavailable (no satellite pass / dataset error),
63.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T04:00:00Z,2026-08-29T14:00,10.1,209,22.7,0.0,2.38,9.9,234,2.38,0.02,,,,14.5,,unavailable (no satellite pass / dataset error),
61.3,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T05:00:00Z,2026-08-29T15:00,12.0,194,24.8,0.0,2.34,9.9,233,2.34,0.02,,,,14.6,,unavailable (no satellite pass / dataset error),
62.7,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T06:00:00Z,2026-08-29T16:00,11.0,191,25.2,0.0,2.32,9.85,233,2.32,0.04,,,,14.6,,unavailable (no satellite pass / dataset error),
63.2,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T07:00:00Z,2026-08-29T17:00,10.7,192,22.0,0.0,2.3,9.75,232,2.3,0.04,,,,14.6,,unavailable (no satellite pass / dataset error),
66.3,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T08:00:00Z,2026-08-29T18:00,8.4,190,19.8,0.0,2.26,9.65,232,2.26,0.02,,,,14.5,,unavailable (no satellite pass / dataset error),
69.4,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T09:00:00Z,2026-08-29T19:00,5.9,192,13.7,0.0,2.24,9.65,231,2.24,0.02,,,,14.4,,unavailable (no satellite pass / dataset error),
69.6,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T10:00:00Z,2026-08-29T20:00,5.7,193,9.7,0.0,2.14,9.8,230,2.24,0.02,,,,14.3,,unavailable (no satellite pass / dataset error),
69.8,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T11:00:00Z,2026-08-29T21:00,5.5,193,9.4,0.0,2.04,10.05,229,2.24,0.02,,,,14.2,,unavailable (no satellite pass / dataset error),
70.4,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T12:00:00Z,2026-08-29T22:00,5.0,201,9.4,0.0,1.94,10.2,228,2.24,0.02,,,,14.1,,unavailable (no satellite pass / dataset error),
69.3,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T13:00:00Z,2026-08-29T23:00,5.8,206,9.0,0.0,2.04,10.05,227,2.26,0.04,,,,14.0,,unavailable (no satellite pass / dataset error),
68.5,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T14:00:00Z,2026-08-30T00:00,6.5,199,10.4,0.0,2.16,9.8,227,2.26,0.06,,,,14.0,,unavailable (no satellite pass / dataset error),
67.5,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T15:00:00Z,2026-08-30T01:00,7.2,194,11.9,0.0,2.26,9.6,226,2.28,0.08,,,,14.0,,unavailable (no satellite pass / dataset error),
66.1,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T16:00:00Z,2026-08-30T02:00,8.2,190,13.7,0.0,2.28,9.55,226,2.3,0.12,,,,14.0,,unavailable (no satellite pass / dataset error),
65.3,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T17:00:00Z,2026-08-30T03:00,8.5,186,14.0,0.0,2.3,9.6,225,2.34,0.16,,,,13.9,,unavailable (no satellite pass / dataset error),
66.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T18:00:00Z,2026-08-30T04:00,6.9,173,14.8,0.0,2.32,9.65,225,2.36,0.2,,,,13.9,,unavailable (no satellite pass / dataset error),
67.9,Good,,2026-08-30T09:10:10Z,Robe,2026-08-29T19:00:00Z,2026-08-30T05:00,5.9,166,10.8,0.0,2.36,9.75,224,2.38,0.14,,,,13.9,,unavailable (no satellite pass / dataset error),
