visibility_score,visibility_label,swell_band,logged_at_utc,location,valid_time_utc,valid_time_local,wind_speed_kmh,wind_dir_deg,wind_gust_kmh,rainfall_mm,swell_height_m,swell_period_s,swell_dir_deg,wave_height_m,wind_wave_height_m,current_velocity_kmh,current_dir_deg,sea_level_height_m,sea_surface_temp_c,chlorophyll_mg_m3,chlorophyll_source,notes
59.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-28T23:00:00Z,2026-08-29T09:00,16.1,242,31.7,0.0,1.88,9.2,231,1.94,0.4,,,,13.6,,unavailable (no satellite pass / dataset error),
60.0,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T00:00:00Z,2026-08-29T10:00,16.2,258,31.3,0.0,1.82,8.95,231,1.86,0.4,,,,13.6,,unavailable (no satellite pass / dataset error),
59.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T01:00:00Z,2026-08-29T11:00,17.1,250,33.5,0.0,1.7,8.5,228,1.84,0.4,,,,13.6,,unavailable (no satellite pass / dataset error),
59.5,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T02:00:00Z,2026-08-29T12:00,17.4,252,34.6,0.0,1.6,8.05,224,1.84,0.4,,,,13.6,,unavailable (no satellite pass / dataset error),
59.6,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T03:00:00Z,2026-08-29T13:00,18.4,248,35.6,0.0,1.48,7.8,221,1.82,0.4,,,,13.6,,unavailable (no satellite pass / dataset error),
57.7,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T04:00:00Z,2026-08-29T14:00,19.8,241,38.5,0.0,1.58,8.0,224,1.84,0.4,,,,13.7,,unavailable (no satellite pass / dataset error),
61.2,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T05:00:00Z,2026-08-29T15:00,16.8,235,38.5,0.0,1.68,8.4,227,1.84,0.4,,,,13.7,,unavailable (no satellite pass / dataset error),
64.4,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T06:00:00Z,2026-08-29T16:00,13.8,250,32.8,0.0,1.78,8.8,230,1.86,0.4,,,,13.7,,unavailable (no satellite pass / dataset error),
64.6,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T07:00:00Z,2026-08-29T17:00,13.2,248,27.0,0.0,1.74,9.2,231,1.9,0.46,,,,13.7,,unavailable (no satellite pass / dataset error),
65.6,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T08:00:00Z,2026-08-29T18:00,12.2,246,23.4,0.0,1.72,9.6,231,1.92,0.52,,,,13.7,,unavailable (no satellite pass / dataset error),
61.0,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T09:00:00Z,2026-08-29T19:00,15.8,238,26.3,0.0,1.68,9.75,232,1.96,0.58,,,,13.6,,unavailable (no satellite pass / dataset error),
57.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T10:00:00Z,2026-08-29T20:00,19.2,233,32.0,0.0,1.72,9.45,231,1.96,0.62,,,,13.6,,unavailable (no satellite pass / dataset error),
56.8,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T11:00:00Z,2026-08-29T21:00,19.7,234,34.2,0.0,1.76,8.95,229,1.94,0.68,,,,13.6,,unavailable (no satellite pass / dataset error),
58.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T12:00:00Z,2026-08-29T22:00,18.5,241,33.8,0.0,1.8,8.55,228,1.94,0.72,,,,13.6,,unavailable (no satellite pass / dataset error),
59.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T13:00:00Z,2026-08-29T23:00,17.4,250,32.4,0.0,1.84,8.4,228,1.96,0.66,,,,13.6,,unavailable (no satellite pass / dataset error),
60.9,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T14:00:00Z,2026-08-30T00:00,15.9,254,29.9,0.0,1.86,8.4,227,1.96,0.58,,,,13.6,,unavailable (no satellite pass / dataset error),
62.0,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T15:00:00Z,2026-08-30T01:00,14.8,257,27.4,0.0,1.9,8.4,227,1.98,0.52,,,,13.6,,unavailable (no satellite pass / dataset error),
63.0,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T16:00:00Z,2026-08-30T02:00,13.7,272,25.2,0.0,1.92,8.45,227,2.0,0.54,,,,13.6,,unavailable (no satellite pass / dataset error),
62.5,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T17:00:00Z,2026-08-30T03:00,14.0,277,24.5,0.0,1.92,8.55,227,2.02,0.56,,,,13.6,,unavailable (no satellite pass / dataset error),
60.8,Good,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T18:00:00Z,2026-08-30T04:00,15.3,287,26.6,0.0,1.94,8.65,227,2.04,0.58,,,,13.6,,unavailable (no satellite pass / dataset error),
59.4,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T19:00:00Z,2026-08-30T05:00,16.3,260,27.7,0.0,1.96,8.65,227,2.06,0.54,,,,13.6,,unavailable (no satellite pass / dataset error),
58.4,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T20:00:00Z,2026-08-30T06:00,17.0,247,30.6,0.1,1.98,8.6,227,2.06,0.52,,,,13.6,,unavailable (no satellite pass / dataset error),
59.0,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T21:00:00Z,2026-08-30T07:00,16.3,245,29.9,0.0,2.0,8.6,227,2.08,0.48,,,,13.6,,unavailable (no satellite pass / dataset error),
59.6,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T22:00:00Z,2026-08-30T08:00,15.8,249,28.8,0.0,2.02,8.7,227,2.08,0.48,,,,13.6,,unavailable (no satellite pass / dataset error),
58.1,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-29T23:00:00Z,2026-08-30T09:00,16.9,250,33.1,0.0,2.02,8.8,226,2.1,0.46,,,,13.6,,unavailable (no satellite pass / dataset error),
57.6,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T00:00:00Z,2026-08-30T10:00,17.2,250,32.8,0.1,2.04,8.95,226,2.1,0.46,,,,13.6,,unavailable (no satellite pass / dataset error),
56.6,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T01:00:00Z,2026-08-30T11:00,17.9,252,34.2,0.1,2.04,9.1,226,2.1,0.48,,,,13.6,,unavailable (no satellite pass / dataset error),
56.5,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T02:00:00Z,2026-08-30T12:00,17.7,258,34.9,0.1,2.06,9.2,227,2.12,0.48,,,,13.6,,unavailable (no satellite pass / dataset error),
56.7,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T03:00:00Z,2026-08-30T13:00,17.5,261,35.3,0.0,2.06,9.3,227,2.12,0.5,,,,13.6,,unavailable (no satellite pass / dataset error),
57.6,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T04:00:00Z,2026-08-30T14:00,16.5,252,34.9,0.0,2.06,9.35,227,2.14,0.5,,,,13.6,,unavailable (no satellite pass / dataset error),
57.5,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T05:00:00Z,2026-08-30T15:00,16.6,239,33.1,0.0,2.08,9.4,227,2.14,0.48,,,,13.7,,unavailable (no satellite pass / dataset error),
56.9,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T06:00:00Z,2026-08-30T16:00,17.0,231,33.1,0.0,2.08,9.4,227,2.16,0.48,,,,13.7,,unavailable (no satellite pass / dataset error),
56.2,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T07:00:00Z,2026-08-30T17:00,17.4,231,33.1,0.0,2.1,9.4,227,2.18,0.54,,,,13.7,,unavailable (no satellite pass / dataset error),
59.1,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T08:00:00Z,2026-08-30T18:00,14.7,229,33.1,0.0,2.1,9.4,228,2.2,0.58,,,,13.7,,unavailable (no satellite pass / dataset error),
58.7,Fair,,2026-08-30T09:10:10Z,Cape Schanck,2026-08-30T09:00:00Z,2026-08-30T19:00,14.8,230,25.6,0.0,2.12,9.45,228,2.22,0.64,,,,13.7,,unavailable (no satellite pass / dataset error),
56.2,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T14:00:00Z,2026-08-28T00:00,26.4,286,33.1,0.0,0.94,9.0,253,1.28,0.56,,,,13.6,,unavailable (no satellite pass / dataset error),
49.7,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T15:00:00Z,2026-08-28T01:00,31.7,285,38.9,0.0,0.94,9.0,253,1.32,0.6,,,,13.5,,unavailable (no satellite pass / dataset error),
45.8,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T16:00:00Z,2026-08-28T02:00,34.4,289,42.5,0.0,0.96,9.2,253,1.4,0.64,,,,13.5,,unavailable (no satellite pass / dataset error),
44.2,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T17:00:00Z,2026-08-28T03:00,35.0,301,44.3,0.0,0.96,9.45,254,1.48,0.68,,,,13.5,,unavailable (no satellite pass / dataset error),
46.2,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T18:00:00Z,2026-08-28T04:00,32.5,317,45.4,0.0,0.98,9.65,254,1.56,0.72,,,,13.5,,unavailable (no satellite pass / dataset error),
43.8,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T19:00:00Z,2026-08-28T05:00,33.9,316,44.6,0.0,0.98,9.65,256,1.64,0.82,,,,13.5,,unavailable (no satellite pass / dataset error),
42.4,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T20:00:00Z,2026-08-28T06:00,34.2,310,44.6,0.0,0.96,9.55,258,1.74,0.92,,,,13.5,,unavailable (no satellite pass / dataset error),
40.6,Fair,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T21:00:00Z,2026-08-28T07:00,36.8,303,47.2,0.0,0.96,9.5,260,1.82,1.02,,,,13.5,,unavailable (no satellite pass / dataset error),
39.5,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T22:00:00Z,2026-08-28T08:00,38.3,307,50.0,0.0,1.02,9.45,260,1.92,1.12,,,,13.6,,unavailable (no satellite pass / dataset error),
38.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-27T23:00:00Z,2026-08-28T09:00,36.8,306,50.4,0.0,1.1,9.4,260,2.04,1.2,,,,13.6,,unavailable (no satellite pass / dataset error),
36.3,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T00:00:00Z,2026-08-28T10:00,37.6,280,48.2,0.5,1.16,9.55,260,2.14,1.3,,,,13.6,,unavailable (no satellite pass / dataset error),
36.9,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T01:00:00Z,2026-08-28T11:00,32.8,232,48.2,0.9,1.28,10.15,260,2.18,1.3,,,,13.6,,unavailable (no satellite pass / dataset error),
36.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T02:00:00Z,2026-08-28T12:00,33.2,230,41.0,0.0,1.4,10.9,259,2.22,1.3,,,,13.6,,unavailable (no satellite pass / dataset error),
37.1,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T03:00:00Z,2026-08-28T13:00,31.9,237,42.1,0.0,1.52,11.2,259,2.26,1.3,,,,13.6,,unavailable (no satellite pass / dataset error),
37.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T04:00:00Z,2026-08-28T14:00,31.8,243,40.3,0.0,1.44,10.5,260,2.26,1.28,,,,13.6,,unavailable (no satellite pass / dataset error),
36.8,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T05:00:00Z,2026-08-28T15:00,32.0,242,41.8,0.0,1.34,9.4,260,2.28,1.28,,,,13.6,,unavailable (no satellite pass / dataset error),
34.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T06:00:00Z,2026-08-28T16:00,33.9,246,42.1,0.0,1.26,8.8,261,2.28,1.26,,,,13.6,,unavailable (no satellite pass / dataset error),
34.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T07:00:00Z,2026-08-28T17:00,33.9,250,42.8,0.0,1.38,9.4,261,2.28,1.24,,,,13.6,,unavailable (no satellite pass / dataset error),
35.8,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T08:00:00Z,2026-08-28T18:00,32.7,256,42.8,0.0,1.5,10.55,261,2.3,1.22,,,,13.6,,unavailable (no satellite pass / dataset error),
37.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T09:00:00Z,2026-08-28T19:00,31.3,257,41.4,0.0,1.62,11.4,261,2.3,1.2,,,,13.6,,unavailable (no satellite pass / dataset error),
35.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T10:00:00Z,2026-08-28T20:00,33.0,250,41.0,0.0,1.62,11.55,261,2.3,1.2,,,,13.6,,unavailable (no satellite pass / dataset error),
33.9,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T11:00:00Z,2026-08-28T21:00,34.3,250,42.8,0.0,1.6,11.4,261,2.3,1.18,,,,13.6,,unavailable (no satellite pass / dataset error),
33.1,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T12:00:00Z,2026-08-28T22:00,35.6,251,44.3,0.0,1.6,11.25,261,2.3,1.18,,,,13.6,,unavailable (no satellite pass / dataset error),
33.1,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T13:00:00Z,2026-08-28T23:00,36.6,249,46.4,0.0,1.6,11.2,261,2.3,1.18,,,,13.6,,unavailable (no satellite pass / dataset error),
33.3,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T14:00:00Z,2026-08-29T00:00,38.4,247,48.6,0.0,1.58,11.15,261,2.28,1.16,,,,13.6,,unavailable (no satellite pass / dataset error),
33.3,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T15:00:00Z,2026-08-29T01:00,37.2,246,48.6,0.0,1.58,11.1,261,2.28,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
34.5,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T16:00:00Z,2026-08-29T02:00,34.2,248,47.2,0.0,1.56,11.0,261,2.26,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
33.8,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T17:00:00Z,2026-08-29T03:00,36.1,247,46.1,0.0,1.54,10.9,261,2.24,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
34.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T18:00:00Z,2026-08-29T04:00,35.1,249,46.1,0.0,1.52,10.8,261,2.22,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
34.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T19:00:00Z,2026-08-29T05:00,34.8,249,45.0,0.0,1.48,10.7,261,2.2,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
36.3,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T20:00:00Z,2026-08-29T06:00,33.5,253,44.6,0.0,1.42,10.65,261,2.16,1.18,,,,13.5,,unavailable (no satellite pass / dataset error),
36.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T21:00:00Z,2026-08-29T07:00,33.5,254,42.8,0.0,1.38,10.55,261,2.14,1.18,,,,13.5,,unavailable (no satellite pass / dataset error),
37.1,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T22:00:00Z,2026-08-29T08:00,33.6,254,43.2,0.0,1.32,10.45,261,2.08,1.18,,,,13.5,,unavailable (no satellite pass / dataset error),
37.3,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-28T23:00:00Z,2026-08-29T09:00,34.0,256,43.6,0.0,1.24,10.35,261,2.02,1.2,,,,13.5,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T00:00:00Z,2026-08-29T10:00,36.6,258,44.6,0.0,1.18,10.25,261,1.96,1.2,,,,13.5,,unavailable (no satellite pass / dataset error),
38.9,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T01:00:00Z,2026-08-29T11:00,36.7,258,47.9,0.0,1.18,10.25,261,1.98,1.22,,,,13.5,,unavailable (no satellite pass / dataset error),
38.5,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T02:00:00Z,2026-08-29T12:00,36.8,257,47.9,0.0,1.16,10.25,261,2.02,1.26,,,,13.5,,unavailable (no satellite pass / dataset error),
38.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T03:00:00Z,2026-08-29T13:00,36.8,259,47.2,0.0,1.16,10.3,261,2.04,1.28,,,,13.6,,unavailable (no satellite pass / dataset error),
38.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T04:00:00Z,2026-08-29T14:00,36.4,263,46.8,0.0,1.14,10.35,261,2.06,1.3,,,,13.6,,unavailable (no satellite pass / dataset error),
37.8,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T05:00:00Z,2026-08-29T15:00,37.4,265,47.5,0.0,1.14,10.4,261,2.08,1.32,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T06:00:00Z,2026-08-29T16:00,38.4,267,48.6,0.0,1.12,10.45,261,2.1,1.34,,,,13.6,,unavailable (no satellite pass / dataset error),
37.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T07:00:00Z,2026-08-29T17:00,40.5,265,51.5,0.0,1.12,10.45,261,2.14,1.36,,,,13.6,,unavailable (no satellite pass / dataset error),
37.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T08:00:00Z,2026-08-29T18:00,40.3,262,51.8,0.0,1.1,10.4,261,2.16,1.4,,,,13.6,,unavailable (no satellite pass / dataset error),
36.5,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T09:00:00Z,2026-08-29T19:00,41.0,257,52.6,0.0,1.1,10.35,261,2.2,1.42,,,,13.6,,unavailable (no satellite pass / dataset error),
37.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T10:00:00Z,2026-08-29T20:00,38.5,252,52.2,0.0,1.08,10.25,261,2.16,1.4,,,,13.6,,unavailable (no satellite pass / dataset error),
37.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T11:00:00Z,2026-08-29T21:00,38.7,250,49.3,0.0,1.04,10.15,261,2.14,1.38,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T12:00:00Z,2026-08-29T22:00,38.6,256,49.0,0.0,1.02,10.05,261,2.1,1.36,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T13:00:00Z,2026-08-29T23:00,38.5,258,49.0,0.0,1.02,9.9,249,2.1,1.36,,,,13.6,,unavailable (no satellite pass / dataset error),
37.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T14:00:00Z,2026-08-30T00:00,39.0,258,49.7,0.0,1.02,9.7,238,2.12,1.38,,,,13.6,,unavailable (no satellite pass / dataset error),
37.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T15:00:00Z,2026-08-30T01:00,38.0,258,49.3,0.0,1.02,9.6,226,2.12,1.38,,,,13.6,,unavailable (no satellite pass / dataset error),
37.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T16:00:00Z,2026-08-30T02:00,37.9,260,48.2,0.1,1.04,9.6,226,2.14,1.42,,,,13.5,,unavailable (no satellite pass / dataset error),
36.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T17:00:00Z,2026-08-30T03:00,38.9,260,49.3,0.0,1.08,9.65,227,2.18,1.44,,,,13.5,,unavailable (no satellite pass / dataset error),
36.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T18:00:00Z,2026-08-30T04:00,40.8,257,50.4,0.0,1.1,9.7,227,2.2,1.48,,,,13.5,,unavailable (no satellite pass / dataset error),
36.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T19:00:00Z,2026-08-30T05:00,40.8,254,51.8,0.0,1.14,9.7,227,2.18,1.38,,,,13.5,,unavailable (no satellite pass / dataset error),
36.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T20:00:00Z,2026-08-30T06:00,40.2,253,51.8,0.0,1.2,9.7,228,2.18,1.3,,,,13.5,,unavailable (no satellite pass / dataset error),
36.8,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T21:00:00Z,2026-08-30T07:00,38.5,256,51.1,0.0,1.24,9.7,228,2.16,1.2,,,,13.5,,unavailable (no satellite pass / dataset error),
37.0,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T22:00:00Z,2026-08-30T08:00,35.6,259,49.0,0.0,1.28,9.7,228,2.14,1.16,,,,13.5,,unavailable (no satellite pass / dataset error),
37.2,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-29T23:00:00Z,2026-08-30T09:00,37.5,255,47.2,0.0,1.3,9.75,228,2.12,1.14,,,,13.5,,unavailable (no satellite pass / dataset error),
37.4,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T00:00:00Z,2026-08-30T10:00,36.3,260,47.5,0.0,1.34,9.75,228,2.1,1.1,,,,13.5,,unavailable (no satellite pass / dataset error),
38.5,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T01:00:00Z,2026-08-30T11:00,34.1,265,46.1,0.0,1.34,9.8,228,2.1,1.08,,,,13.5,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T02:00:00Z,2026-08-30T12:00,35.5,269,44.6,0.0,1.36,9.8,228,2.08,1.06,,,,13.5,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T03:00:00Z,2026-08-30T13:00,36.5,269,46.1,0.0,1.36,9.85,228,2.08,1.04,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T04:00:00Z,2026-08-30T14:00,36.8,264,46.8,0.0,1.36,9.9,228,2.08,1.08,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T05:00:00Z,2026-08-30T15:00,36.2,258,46.8,0.0,1.34,9.95,229,2.08,1.14,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T06:00:00Z,2026-08-30T16:00,38.3,257,48.6,0.0,1.34,10.0,229,2.08,1.18,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T07:00:00Z,2026-08-30T17:00,38.1,258,48.6,0.0,1.34,10.05,229,2.08,1.18,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T08:00:00Z,2026-08-30T18:00,37.5,259,48.2,0.0,1.34,10.05,229,2.08,1.2,,,,13.6,,unavailable (no satellite pass / dataset error),
37.6,Poor,,2026-08-30T09:10:10Z,Wilsons Prom (West - Norman Bay),2026-08-30T09:00:00Z,2026-08-30T19:00,37.9,259,47.9,0.0,1.34,10.05,229,2.08,1.2,,,,13.6,,unavailable (no satellite pass / dataset error),
74.0,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T14:00:00Z,2026-08-28T00:00,13.0,289,28.4,0.0,0.54,9.1,251,1.04,0.52,,,,13.1,,unavailable (no satellite pass / dataset error),
74.8,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T15:00:00Z,2026-08-28T01:00,12.2,296,27.4,0.0,0.56,8.8,251,1.06,0.52,,,,13.1,,unavailable (no satellite pass / dataset error),
73.9,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T16:00:00Z,2026-08-28T02:00,12.6,295,25.2,0.0,0.56,8.7,251,1.1,0.54,,,,13.0,,unavailable (no satellite pass / dataset error),
71.6,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T17:00:00Z,2026-08-28T03:00,14.2,292,28.1,0.0,0.56,8.65,250,1.14,0.56,,,,13.0,,unavailable (no satellite pass / dataset error),
69.8,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T18:00:00Z,2026-08-28T04:00,15.4,291,32.8,0.0,0.56,8.65,250,1.18,0.58,,,,13.0,,unavailable (no satellite pass / dataset error),
67.9,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T19:00:00Z,2026-08-28T05:00,16.5,290,36.0,0.0,0.56,8.6,250,1.24,0.62,,,,13.0,,unavailable (no satellite pass / dataset error),
66.6,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T20:00:00Z,2026-08-28T06:00,17.3,291,37.8,0.0,0.58,8.55,250,1.28,0.68,,,,13.0,,unavailable (no satellite pass / dataset error),
65.7,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T21:00:00Z,2026-08-28T07:00,17.5,289,38.2,0.0,0.58,8.6,250,1.34,0.72,,,,13.0,,unavailable (no satellite pass / dataset error),
66.1,Good,,2026-08-30T09:10:10Z,Wilsons Prom (East - Sealers Cove),2026-08-27T22:00:00Z,2026-08-28T08:00,16.4,287,40.0,0.0,0.58,8.75,253,1.42,0.8,,,,13.0,,unavailable (no satellite pass / dataset error),
